turbine [MW],site,seed,LCOE [€/MWh],avg_water_depth [m],AEP [GWh],AEP without wake loss [GWh],Wake loss [%],Monopile Cost [M€],Monopile Tax [M€],CAPEX [M€],Turbine Tax [M€]
22,EIB1N,1,59.490345561137445,-42.12028636506244,3776.587957699207,3886.320082694285,2.8235483094589644,494.1298710053336,,,
22,EIB1N,2,59.42892423261584,-41.85990195570647,3779.685823635079,3886.320082694285,2.74383624586269,493.1560333143421,,,
22,EIB1N,3,59.47386478024925,-41.884100123016985,3776.675684331562,3886.320082694285,2.8212909906975443,493.24653446008347,,,
22,EIB1N,4,59.4757448946889,-41.79464713375428,3776.145837294965,3886.320082694285,2.834924634487112,492.911980280241,,,
22,EIB1N,5,59.47336894614675,-42.02390625221565,3777.33447172464,3886.320082694285,2.804339546167509,493.7694093832866,,,
22,EIB1N,6,59.45332561246687,-41.95589045816907,3778.42095544315,3886.320082694285,2.776382926656201,493.5150303135523,,,
22,EIB1N,7,59.44641605409662,-41.91066131711313,3778.698353230546,3886.320082694285,2.769245125819067,493.34587332600313,,,
22,EIB1N,8,59.449646619513466,-41.85716470147688,3778.235124320133,3886.320082694285,2.7811645997830508,493.1457959835235,,,
22,EIB1N,9,59.45421519278652,-41.97365132725385,3778.438582636168,3886.320082694285,2.775929356372677,493.5814559639294,,,
22,EIB1N,10,59.4322972231146,-41.900039382624,3779.631008480924,3886.320082694285,2.7452467100804694,493.30614729101376,,,
22,EIB1S,1,59.43647096869996,-37.46284839890657,3759.5101245056576,3879.411369054264,3.090707149673492,476.7110530119105,,,
22,EIB1S,2,59.415729865053855,-37.57705703104069,3761.4537257011184,3879.411369054264,3.0406067346733,477.13819329609214,,,
22,EIB1S,3,59.38148068568394,-37.441710619409335,3763.217156068519,3879.411369054264,2.995150602295406,476.6319977165909,,,
22,EIB1S,4,59.38148068568394,-37.441710619409335,3763.217156068519,3879.411369054264,2.995150602295406,476.6319977165909,,,
22,EIB1S,5,59.35832241476536,-37.44280394016303,3764.8252925071856,3879.411369054264,2.953697498056582,476.6360867362098,,,
22,EIB1S,6,59.415729865053855,-37.57705703104069,3761.4537257011184,3879.411369054264,3.0406067346733,477.13819329609214,,,
22,EIB1S,7,59.40265213704788,-37.51951177314599,3762.1005865679153,3879.411369054264,3.023932533222098,476.922974031566,,,
22,EIB1S,8,59.42677607737112,-37.47447600826781,3760.231772075914,3879.411369054264,3.0721051634027603,476.7545402709216,,,
22,EIB1S,9,59.41094596221247,-37.500145205865664,3761.440536611428,3879.411369054264,3.0409467112428192,476.8505430699376,,,
22,EIB1S,10,59.40254022384671,-37.39045208008712,3761.531160776635,3879.411369054264,3.038610682485225,476.4402907795258,,,
22,EIB2,1,59.6305140219125,-43.06798379464306,7542.237304428721,7747.190861333528,2.6455209452465818,995.34851878393,,,
22,EIB2,2,59.624151741745095,-42.99971281105235,7542.507628231127,7747.190861333528,2.64203163141342,994.8378518266712,,,
22,EIB2,3,59.59552767528429,-43.19135416207549,7548.170124935218,7747.190861333528,2.5689406645656385,996.2713291323248,,,
22,EIB2,4,59.61637947380777,-43.13971719800714,7544.828294464743,7747.190861333528,2.6120766932280253,995.8850846410932,,,
22,EIB2,5,59.6147945719124,-43.24077388571055,7545.947596563908,7747.190861333528,2.597628848593766,996.640988665115,,,
22,EIB2,6,59.61381232205716,-42.79350679801183,7542.098362785831,7747.190861333528,2.64731439070799,993.2954308491284,,,
22,EIB2,7,59.59054767507214,-43.3784606086969,7550.526449151328,7747.190861333528,2.5385254565465565,997.6708853530528,,,
22,EIB2,8,59.59905340449504,-43.27922338441511,7548.465789737267,7747.190861333528,2.5651242515284345,996.928590915425,,,
22,EIB2,9,59.6094233651058,-43.205939928033466,7546.379411653601,7747.190861333528,2.592055020642171,996.3804306616902,,,
22,EIB2,10,59.61723715578373,-43.35144565822687,7546.596102182036,7747.190861333528,2.5892579999889644,997.468813523537,,,
10,EIB1N,1,60.88884178566123,-42.14824843003754,3692.0542918723713,3847.26763939319,4.034378734963702,495.55593161264073,0.0,2100000495.555932,0.0
10,EIB1N,2,60.87466163412124,-42.04514634169473,3692.541147059191,3847.26763939319,4.021724164695836,495.1692987813552,0.0,2100000495.169299,0.0
10,EIB1N,3,60.86437472727011,-42.05660601222314,3693.271135214848,3847.26763939319,4.002749967315287,495.2122725458367,0.0,2100000495.212273,0.0
10,EIB1N,4,60.87678513734644,-42.0711147257981,3692.514189162743,3847.26763939319,4.022424867089724,495.2666802217428,0.0,2100000495.26668,0.0
